Mesocosm,Organism,Length_mm,Treatment,Drymass_mg,Drymass_g
G11,Crangonyx.pseudogracilis,5.411,5,0.653271871,0.000653272
D4,Crangonyx.pseudogracilis,2.904,2,0.114511193,0.000114511
H11,Crangonyx.pseudogracilis,5.236,4,0.595860237,0.00059586
G3,Crangonyx.pseudogracilis,3.83,2,0.248412581,0.000248413
E7,Crangonyx.pseudogracilis,4.852,4,0.481492797,0.000481493
H9,Crangonyx.pseudogracilis,4.704,1,0.441516522,0.000441517
F5,Crangonyx.pseudogracilis,4.899,0,0.494656857,0.000494657
D10,Crangonyx.pseudogracilis,2.694,0,0.092818785,9.28188E-05
B11,Crangonyx.pseudogracilis,4.309,2,0.345436996,0.000345437
E7,Crangonyx.pseudogracilis,3.721,4,0.229133809,0.000229134
G3,Crangonyx.pseudogracilis,3.684,2,0.222815664,0.000222816
G3,Crangonyx.pseudogracilis,3.506,2,0.193984553,0.000193985
D10,Crangonyx.pseudogracilis,2.368,0,0.06469987,6.46999E-05
H9,Crangonyx.pseudogracilis,6.553,1,1.116305355,0.001116305
H9,Crangonyx.pseudogracilis,4.52,1,0.394876018,0.000394876
D10,Crangonyx.pseudogracilis,4.303,0,0.344092847,0.000344093
F5,Crangonyx.pseudogracilis,2.609,0,0.084855089,8.48551E-05
D4,Crangonyx.pseudogracilis,6.117,2,0.92069988,0.0009207
H9,Crangonyx.pseudogracilis,4.809,1,0.469648224,0.000469648
G3,Crangonyx.pseudogracilis,3.967,2,0.274082089,0.000274082
D4,Crangonyx.pseudogracilis,3.062,2,0.132808518,0.000132809
E7,Crangonyx.pseudogracilis,3.312,4,0.1654231,0.000165423
H9,Crangonyx.pseudogracilis,6.06,1,0.89689545,0.000896895
H9,Crangonyx.pseudogracilis,5.379,1,0.642519539,0.00064252
G3,Crangonyx.pseudogracilis,5.235,2,0.595541877,0.000595542
G3,Crangonyx.pseudogracilis,4.52,2,0.394876018,0.000394876
G3,Crangonyx.pseudogracilis,6.44,2,1.063276156,0.001063276
D10,Crangonyx.pseudogracilis,4.875,0,0.487906277,0.000487906
D4,Crangonyx.pseudogracilis,8.034,2,1.974161469,0.001974161
F5,Crangonyx.pseudogracilis,4.029,0,0.286236737,0.000286237
G3,Crangonyx.pseudogracilis,2.816,2,0.105064397,0.000105064
D4,Crangonyx.pseudogracilis,6.347,2,1.020869142,0.001020869
F5,Crangonyx.pseudogracilis,3.675,0,0.22129595,0.000221296
H9,Crangonyx.pseudogracilis,5.389,1,0.645867328,0.000645867
H11,Crangonyx.pseudogracilis,3.66,4,0.218777923,0.000218778
F5,Crangonyx.pseudogracilis,7.27,0,1.492645582,0.001492646
H9,Crangonyx.pseudogracilis,5.567,1,0.707345501,0.000707346
C3,Crangonyx.pseudogracilis,4.146,4,0.310106017,0.000310106
G3,Crangonyx.pseudogracilis,5.065,2,0.54299611,0.000542996
E7,Crangonyx.pseudogracilis,3.612,4,0.210844171,0.000210844
E7,Crangonyx.pseudogracilis,4.945,4,0.507762606,0.000507763
H11,Crangonyx.pseudogracilis,5.51,4,0.687267159,0.000687267
H9,Crangonyx.pseudogracilis,3.523,1,0.196627833,0.000196628
A6,Crangonyx.pseudogracilis,4.053,4,0.29103308,0.000291033
H11,Crangonyx.pseudogracilis,3.416,4,0.180370868,0.000180371
H11,Crangonyx.pseudogracilis,6.027,4,0.883296586,0.000883297
H9,Crangonyx.pseudogracilis,6.251,1,0.978250585,0.000978251
D10,Erpobdella.octoculuta,8.585,0,1.470406792,0.001470407
A3,Erpobdella.octoculuta,5.22,5,0.452222412,0.000452222
D10,Erpobdella.octoculuta,5.689,0,0.55450843,0.000554508
B4,Erpobdella.octoculuta,26.443,0,21.15190116,0.021151901
B4,Erpobdella.octoculuta,7.936,0,1.220475097,0.001220475
D10,Erpobdella.octoculuta,8.647,0,1.495698741,0.001495699
D10,Erpobdella.octoculuta,6.529,0,0.768527823,0.000768528
D10,Erpobdella.octoculuta,10.669,0,2.461082629,0.002461083
H8,Libellula,26.226,4,99.00990062,0.099009901
H8,Libellula,23.059,4,64.03681291,0.064036813
F6,Libellula,26.793,5,106.4466875,0.106446688
D2,Libellula,2.85,4,0.053945668,5.39457E-05
G5,Libellula,27.11,3,110.7715994,0.110771599
E1,Libellula,7.764,4,1.605763099,0.001605763
D12,Libellula,21.939,4,54.10184304,0.054101843
G1,Libellula,14.635,2,13.73635964,0.01373636
H11,Libellula,3.307,4,0.089259832,8.92598E-05
G10,Libellula,8.435,2,2.126062289,0.002126062
A3,Libellula,25.005,5,84.25017744,0.084250177
E4,Libellula,7.184,4,1.234548772,0.001234549
G1,Libellula,18.093,2,28.16973197,0.028169732
H8,Libellula,20.572,4,43.51171107,0.043511711
B7,Libellula,6.788,3,1.018895698,0.001018896
D12,Libellula,16.423,4,20.29429742,0.020294297
H4,Libellula,25.148,4,85.89276182,0.085892762
D12,Libellula,20.686,4,44.33355706,0.044333557
E1,Libellula,11.91,4,6.837370351,0.00683737
F11,Libellula,2.783,0,0.049770683,4.97707E-05
H5,Libellula,8.483,2,2.167306709,0.002167307
H4,Libellula,27.945,4,122.7545532,0.122754553
F6,Libellula,28.908,5,137.6762359,0.137676236
A2,Libellula,11.08,0,5.353816831,0.005353817
A5,Libellula,5.224,1,0.419769237,0.000419769
D3,Libellula,21.739,6,52.4499452,0.052449945
D3,Libellula,19.87,6,38.68564641,0.038685646
H8,Libellula,24.813,4,82.0797277,0.082079728
B7,Libellula,7.37,3,1.346160348,0.00134616
H5,Libellula,3.54,2,0.112402747,0.000112403
A3,Notonecta,3.179,5,0.304358949,0.000304359
H4,Notonecta,3.121,4,0.288485177,0.000288485
H4,Notonecta,2.814,4,0.213455189,0.000213455
H4,Notonecta,2.981,4,0.252430552,0.000252431
B4,Pisidium,2.223,0,0.117863319,0.000117863
A9,Pisidium,3.373,2,0.331059531,0.00033106
A9,Pisidium,2.763,2,0.201980792,0.000201981
A9,Pisidium,2.775,2,0.204160649,0.000204161
B4,Pisidium,1.243,0,0.027926377,2.79264E-05
G3,Pisidium,4.567,2,0.701319047,0.000701319
B4,Pisidium,2.248,0,0.121173896,0.000121174
B4,Pisidium,1.972,0,0.087597969,8.7598E-05
A9,Pisidium,3.285,2,0.310075705,0.000310076
D10,Pisidium,2.777,0,0.204525316,0.000204525
B4,Pisidium,1.704,0,0.061004208,6.10042E-05
G3,Pisidium,3.222,2,0.295553816,0.000295554
B4,Pisidium,2.064,0,0.098072112,9.80721E-05
A9,Pisidium,2.84,2,0.216211677,0.000216212
B4,Pisidium,2.122,0,0.105040776,0.000105041
B4,Pisidium,2.132,0,0.106271183,0.000106271
G3,Pisidium,3.817,2,0.449712965,0.000449713
G3,Pisidium,4.266,2,0.59234028,0.00059234
D10,Pisidium,3.056,0,0.259259373,0.000259259
B4,Pisidium,2.374,0,0.138699645,0.0001387
B4,Pisidium,1.346,0,0.034013728,3.40137E-05
B4,Pisidium,2.233,0,0.119180989,0.000119181
B4,Pisidium,2.329,0,0.13227825,0.000132278
B4,Pisidium,2.077,0,0.099609284,9.96093E-05
B4,Pisidium,2.426,0,0.1463471,0.000146347
B4,Pisidium,2.41,0,0.143967954,0.000143968
A9,Pisidium,3.571,2,0.381302872,0.000381303
B4,Pisidium,1.806,0,0.070452997,7.0453E-05
G3,Pisidium,2.402,2,0.142787091,0.000142787
B4,Pisidium,1.616,0,0.053495698,5.34957E-05
B4,Pisidium,1.685,0,0.059333174,5.93332E-05
B4,Pisidium,1.179,0,0.024499054,2.44991E-05
B4,Pisidium,1.965,0,0.086829773,8.68298E-05
B4,Pisidium,1.188,0,0.024964906,2.49649E-05
G3,Pisidium,1.818,2,0.071618242,7.16182E-05
B4,Pisidium,1.992,0,0.089815088,8.98151E-05
A9,Pisidium,3.256,2,0.303339431,0.000303339
B4,Pisidium,2.128,0,0.105777995,0.000105778
B4,Pisidium,2.105,0,0.102968662,0.000102969
B4,Pisidium,1.346,0,0.034013728,3.40137E-05
B4,Pisidium,1.188,0,0.024964906,2.49649E-05
G3,Pisidium,5.71,2,1.219543394,0.001219543
B4,Pisidium,2.563,0,0.167679479,0.000167679
B4,Pisidium,2.337,0,0.133406579,0.000133407
B4,Pisidium,2.794,0,0.207640667,0.000207641
B4,Pisidium,2.223,0,0.117863319,0.000117863
B4,Pisidium,1.664,0,0.057518347,5.75183E-05
B4,Pisidium,1.097,0,0.020492806,2.04928E-05
B4,Pisidium,3.271,0,0.306812695,0.000306813
B4,Pisidium,2.611,0,0.175565929,0.000175566
A9,Pisidium,3.104,2,0.269463347,0.000269463
B4,Pisidium,2.53,0,0.162382472,0.000162382
B4,Pisidium,2.075,0,0.099371868,9.93719E-05
B4,Pisidium,1.976,0,0.08803875,8.80388E-05
B4,Pisidium,2.019,0,0.09286077,9.28608E-05
B4,Pisidium,2.196,0,0.114349143,0.000114349
B4,Pisidium,2.285,0,0.126174254,0.000126174
B4,Pisidium,1.449,0,0.040829683,4.08297E-05
B4,Pisidium,2.228,0,0.118521062,0.000118521
B4,Pisidium,1.402,0,0.037627421,3.76274E-05
B4,Pisidium,1.806,0,0.070452997,7.0453E-05
B4,Pisidium,2.364,0,0.13725697,0.000137257
B4,Pisidium,1.898,0,0.07968,0.00007968
B4,Pisidium,2.055,0,0.097016256,9.70163E-05
B4,Pisidium,1.632,0,0.054817275,5.48173E-05
B4,Pisidium,2.055,0,0.097016256,9.70163E-05
B4,Pisidium,1.548,0,0.048091938,4.80919E-05
B4,Pisidium,1.789,0,0.068821706,6.88217E-05
B4,Pisidium,2.223,0,0.117863319,0.000117863
B4,Pisidium,2.248,0,0.121173896,0.000121174
B4,Pisidium,1.971,0,0.087487979,8.7488E-05
B4,Pisidium,1.972,0,0.087597969,8.7598E-05
B4,Pisidium,2.194,0,0.114091354,0.000114091
B4,Pisidium,2.377,0,0.139134202,0.000139134
B4,Pisidium,1.524,0,0.046266152,4.62662E-05
B4,Pisidium,2.281,0,0.125627856,0.000125628
B4,Pisidium,1.612,0,0.053168305,5.31683E-05
B4,Pisidium,2.024,0,0.093431441,9.34314E-05
B4,Pisidium,1.752,0,0.065349698,6.53497E-05
B4,Pisidium,1.758,0,0.065905455,6.59055E-05
B4,Pisidium,2.22,0,0.117469721,0.00011747
B4,Pisidium,1.943,0,0.084441657,8.44417E-05
B4,Pisidium,2.024,0,0.093431441,9.34314E-05
B4,Pisidium,2.383,0,0.14000575,0.000140006
B4,Pisidium,2.336,0,0.133265226,0.000133265
B4,Pisidium,2.328,0,0.132137611,0.000132138
B4,Pisidium,2.394,0,0.141612023,0.000141612
G3,Pisidium,3.684,2,0.411891965,0.000411892
B4,Pisidium,2.318,0,0.130736119,0.000130736
B4,Pisidium,1.275,0,0.02974119,2.97412E-05
B4,Pisidium,1.826,0,0.072401412,7.24014E-05
B4,Pisidium,1.548,0,0.048091938,4.80919E-05
B4,Pisidium,1.755,0,0.065627226,6.56272E-05
B4,Pisidium,2.336,0,0.133265226,0.000133265
B4,Pisidium,1.928,0,0.082836117,8.28361E-05
B4,Pisidium,1.385,0,0.036507383,3.65074E-05
B4,Pisidium,2.346,0,0.134682787,0.000134683
B4,Pisidium,1.829,0,0.07269641,7.26964E-05
B4,Pisidium,2.036,0,0.094809567,9.48096E-05
B4,Pisidium,2.318,0,0.130736119,0.000130736
D10,Pisidium,3.381,0,0.333007877,0.000333008
B4,Pisidium,1.985,0,0.089035336,8.90353E-05
D10,Pisidium,3.252,0,0.302417207,0.000302417
B4,Pisidium,2.17,0,0.111024897,0.000111025
B4,Pisidium,1.869,0,0.076698321,7.66983E-05
B4,Pisidium,2.407,0,0.143524451,0.000143524
G3,Pisidium,4.389,2,0.635549179,0.000635549
B4,Pisidium,2.055,0,0.097016256,9.70163E-05
B4,Pisidium,2.323,0,0.131435751,0.000131436
B4,Pisidium,2.17,0,0.111024897,0.000111025
B4,Pisidium,1.765,0,0.066557387,6.65574E-05
B4,Pisidium,2.337,0,0.133406579,0.000133407
B4,Pisidium,2.329,0,0.13227825,0.000132278
B4,Pisidium,1.439,0,0.040135271,4.01353E-05
B4,Pisidium,1.346,0,0.034013728,3.40137E-05
B4,Pisidium,1.91,0,0.080933676,8.09337E-05
B4,Pisidium,1.346,0,0.034013728,3.40137E-05
B4,Pisidium,1.316,0,0.032166696,3.21667E-05
B4,Pisidium,2.055,0,0.097016256,9.70163E-05
B4,Pisidium,2.861,0,0.220193428,0.000220193
B4,Pisidium,1.943,0,0.084441657,8.44417E-05
B4,Pisidium,2.376,0,0.138989259,0.000138989
B4,Pisidium,2.273,0,0.1245393,0.000124539
B4,Pisidium,2.191,0,0.113705321,0.000113705
B4,Pisidium,1.704,0,0.061004208,6.10042E-05
B4,Pisidium,2.77,0,0.203250679,0.000203251
B4,Pisidium,2.087,0,0.100801437,0.000100801
B4,Pisidium,1.188,0,0.024964906,2.49649E-05
B4,Pisidium,2.28,0,0.125491478,0.000125491
B4,Pisidium,1.693,0,0.060033395,6.00334E-05
B4,Pisidium,2.267,0,0.123726587,0.000123727
B4,Pisidium,2.266,0,0.123591443,0.000123591
B4,Pisidium,1.928,0,0.082836117,8.28361E-05
B4,Pisidium,2.209,0,0.116033237,0.000116033
B4,Pisidium,2.253,0,0.121842581,0.000121843
B4,Pisidium,1.54,0,0.047478659,4.74787E-05
B4,Pisidium,1.632,0,0.054817275,5.48173E-05
B4,Pisidium,1.972,0,0.087597969,8.7598E-05
B4,Pisidium,2.483,0,0.155012583,0.000155013
B4,Pisidium,2.418,0,0.14515462,0.000145155
B4,Pisidium,1.275,0,0.02974119,2.97412E-05
B4,Pisidium,2.426,0,0.1463471,0.000146347
B4,Pisidium,2.019,0,0.09286077,9.28608E-05
B4,Pisidium,2.453,0,0.150414756,0.000150415
B4,Pisidium,2.066,0,0.098307672,9.83077E-05
B4,Pisidium,1.607,0,0.052760748,5.27607E-05
B4,Pisidium,2.41,0,0.143967954,0.000143968
B4,Pisidium,1.606,0,0.052679461,5.26795E-05
B4,Pisidium,2.271,0,0.124268043,0.000124268
B4,Pisidium,1.825,0,0.072303238,7.23032E-05
B4,Pisidium,1.838,0,0.073585702,7.35857E-05
B4,Pisidium,2.106,0,0.10308987,0.00010309
B4,Pisidium,1.275,0,0.02974119,2.97412E-05
B4,Pisidium,2.122,0,0.105040776,0.000105041
B4,Pisidium,2.448,0,0.149656467,0.000149656
B4,Pisidium,2.308,0,0.129343529,0.000129344
B4,Pisidium,1.478,0,0.042883793,4.28838E-05
B4,Pisidium,1.741,0,0.064338092,6.43381E-05
B4,Pisidium,2.148,0,0.108257632,0.000108258
B4,Pisidium,1.741,0,0.064338092,6.43381E-05
B4,Pisidium,1.939,0,0.084011715,8.40117E-05
B4,Pisidium,1.898,0,0.07968,0.00007968
B4,Pisidium,1.17,0,0.024038424,2.40384E-05
B4,Pisidium,1.478,0,0.042883793,4.28838E-05
B4,Pisidium,2.122,0,0.105040776,0.000105041
B4,Pisidium,1.846,0,0.074381603,7.43816E-05
B4,Pisidium,2.319,0,0.130875867,0.000130876
B4,Pisidium,1.803,0,0.070163466,7.01635E-05
B4,Pisidium,2.407,0,0.143524451,0.000143524
B4,Pisidium,2.546,0,0.164938057,0.000164938
B4,Pisidium,2.285,0,0.126174254,0.000126174
B4,Pisidium,1.346,0,0.034013728,3.40137E-05
B4,Pisidium,1.972,0,0.087597969,8.7598E-05
B4,Pisidium,2.077,0,0.099609284,9.96093E-05
B4,Pisidium,2.105,0,0.102968662,0.000102969
B4,Pisidium,2.613,0,0.175899229,0.000175899
B4,Pisidium,2.426,0,0.1463471,0.000146347
B4,Pisidium,2.132,0,0.106271183,0.000106271
B4,Pisidium,2.491,0,0.156252632,0.000156253
B4,Pisidium,2.692,0,0.189367537,0.000189368
B4,Pisidium,1.83,0,0.072794902,7.27949E-05
B4,Pisidium,2.045,0,0.095851067,9.58511E-05
B4,Pisidium,2.194,0,0.114091354,0.000114091
B4,Pisidium,2.06,0,0.097602001,9.7602E-05
B4,Pisidium,2.47,0,0.153010055,0.00015301
B4,Pisidium,2.354,0,0.135823281,0.000135823
B4,Pisidium,2.62,0,0.177068748,0.000177069
B4,Pisidium,2.055,0,0.097016256,9.70163E-05
B4,Pisidium,2.407,0,0.143524451,0.000143524
B4,Pisidium,2.049,0,0.096316135,9.63161E-05
B4,Pisidium,2.024,0,0.093431441,9.34314E-05
B4,Pisidium,2.391,0,0.141172865,0.000141173
B4,Pisidium,2.239,0,0.119975787,0.000119976
B4,Pisidium,2.045,0,0.095851067,9.58511E-05
B4,Pisidium,2.024,0,0.093431441,9.34314E-05
B4,Pisidium,2.155,0,0.109133609,0.000109134
B4,Pisidium,2.383,0,0.14000575,0.000140006
B4,Pisidium,1.548,0,0.048091938,4.80919E-05
B4,Pisidium,1.621,0,0.053906625,5.39066E-05
B4,Pisidium,1.243,0,0.027926377,2.79264E-05
B4,Pisidium,2.638,0,0.180097331,0.000180097
B4,Pisidium,2.166,0,0.110518658,0.000110519
B4,Pisidium,1.632,0,0.054817275,5.48173E-05
B4,Pisidium,1.655,0,0.056750835,5.67508E-05
B4,Pisidium,2.223,0,0.117863319,0.000117863
G3,Planorbidae,6.339,2,3.170484629,0.003170485
G3,Planorbidae,6.276,2,3.08366024,0.00308366
G1,Planorbidae,18.199,2,59.4894675,0.059489468
G3,Planorbidae,3.162,2,0.458566103,0.000458566
B4,Potamopyrgus.antipodarum,2.627,0,0.185313554,0.000185314
B4,Potamopyrgus.antipodarum,1.992,0,0.104509015,0.000104509
B4,Potamopyrgus.antipodarum,4.282,0,0.509487375,0.000509487
B4,Potamopyrgus.antipodarum,3.493,0,0.334230367,0.00033423
B4,Potamopyrgus.antipodarum,3.219,0,0.282232652,0.000282233
B4,Potamopyrgus.antipodarum,4.025,0,0.448218952,0.000448219
B4,Potamopyrgus.antipodarum,3.974,0,0.436542479,0.000436542
B4,Potamopyrgus.antipodarum,4.981,0,0.696738927,0.000696739
B4,Potamopyrgus.antipodarum,4.985,0,0.697897626,0.000697898
B4,Potamopyrgus.antipodarum,3.531,0,0.341800827,0.000341801
B4,Potamopyrgus.antipodarum,2.733,0,0.201126304,0.000201126
B4,Potamopyrgus.antipodarum,2.956,0,0.236582711,0.000236583
B4,Potamopyrgus.antipodarum,3.264,0,0.290460877,0.000290461
B4,Potamopyrgus.antipodarum,2.616,0,0.183710913,0.000183711
B4,Potamopyrgus.antipodarum,3.079,0,0.257414431,0.000257414
B4,Potamopyrgus.antipodarum,2.887,0,0.225294026,0.000225294
A9,Potamopyrgus.antipodarum,6.827,2,1.338075852,0.001338076
B4,Potamopyrgus.antipodarum,4.781,0,0.640071712,0.000640072
B4,Potamopyrgus.antipodarum,3.46,0,0.327727103,0.000327727
B4,Potamopyrgus.antipodarum,4.111,0,0.468269758,0.00046827
B4,Potamopyrgus.antipodarum,3.728,0,0.382454658,0.000382455
B4,Potamopyrgus.antipodarum,2.712,0,0.197940418,0.00019794
B4,Potamopyrgus.antipodarum,2.875,0,0.223359887,0.00022336
B4,Potamopyrgus.antipodarum,2.887,0,0.225294026,0.000225294
B4,Potamopyrgus.antipodarum,2.993,0,0.242753633,0.000242754
D6,Psychomyiidae,21.484,0,26.18998904,0.026189989
B7,Psychomyiidae,27.816,3,55.00815995,0.05500816
D10,Psychomyiidae,30.254,0,70.02570674,0.070025707
D6,Psychomyiidae,13.931,0,7.544485609,0.007544486
D6,Psychomyiidae,26.517,0,47.94618728,0.047946187
B3,Psychomyiidae,11.264,6,4.09714627,0.004097146
E11,Sigara,11.661,3,3.884327345,0.003884327
H5,Sympetrum,1.099,2,0.009903882,9.90388E-06
G2,Sympetrum,19.131,1,30.27220447,0.030272204
G5,Sympetrum,18.043,3,25.68113445,0.025681134
G5,Sympetrum,5.705,3,1.01149804,0.001011498
B6,Sympetrum,4.529,7,0.528875498,0.000528875
F11,Sympetrum,2.131,0,0.063625885,6.36259E-05
H5,Sympetrum,7.547,2,2.219785844,0.002219786
H5,Sympetrum,4.18,2,0.422208628,0.000422209
G2,Sympetrum,11.583,1,7.394627058,0.007394627
G10,Sympetrum,6.628,2,1.541368112,0.001541368
H5,Sympetrum,3.341,2,0.225015248,0.000225015
B8,Sympetrum,6.927,0,1.744754634,0.001744755
G10,Sympetrum,3.26,2,0.210025084,0.000210025
G1,Tanypodinae,9.83,2,0.244633601,0.000244634
B7,Tanypodinae,9.311,3,0.206882801,0.000206883
A9,Tanypodinae,5.419,2,0.038845071,3.88451E-05
B11,Tanypodinae,3.876,2,0.013792138,1.37921E-05
A5,Tanypodinae,9.33,1,0.208190073,0.00020819
A5,Tanypodinae,8.649,1,0.164721527,0.000164722
A7,Tanypodinae,9.52,0,0.221571506,0.000221572
G1,Tanypodinae,7.59,2,0.1100203,0.00011002
A9,Tanypodinae,5.735,2,0.046280071,4.62801E-05
F8,Tanypodinae,8.602,2,0.161971276,0.000161971
F8,Tanypodinae,8.51,2,0.156678022,0.000156678
G1,Tanypodinae,8.628,2,0.16348882,0.000163489
A5,Tanypodinae,6.407,1,0.06517617,6.51762E-05
G3,Tanypodinae,9.008,2,0.186778733,0.000186779
A1,Tanypodinae,9.009,4,0.186842811,0.000186843
A9,Tanypodinae,7.25,2,0.095492701,9.54927E-05
A1,Tanypodinae,8.377,4,0.149234506,0.000149235
F12,Tanypodinae,10.761,2,0.323556679,0.000323557
E7,Tanypodinae,10.903,4,0.336932509,0.000336933
A2,Tanypodinae,8.7,0,0.167741387,0.000167741
E4,Tanypodinae,9.965,4,0.255164707,0.000255165
A7,Tanypodinae,9.615,0,0.228475186,0.000228475
G11,Tanypodinae,9.083,5,0.191625949,0.000191626
A5,Tanypodinae,5.101,1,0.032224092,3.22241E-05
D9,Tanypodinae,9.902,6,0.250212826,0.000250213
G1,Tanypodinae,8.538,2,0.158276429,0.000158276
G3,Tanypodinae,8.295,2,0.144766603,0.000144767
D9,Tanypodinae,10.005,6,0.258342915,0.000258343
F12,Tanypodinae,8.693,2,0.167324697,0.000167325
F8,Tanypodinae,8.858,2,0.177334395,0.000177334
A9,Tanypodinae,5.663,2,0.044508157,4.45082E-05
A5,Tanypodinae,9.115,1,0.193719731,0.00019372
A9,Tanypodinae,4.648,2,0.024175644,2.41756E-05
A3,Tanypodinae,7.119,5,0.090261059,9.02611E-05
A5,Tanypodinae,8.074,1,0.133177225,0.000133177
E4,Tanypodinae,6.785,4,0.077806303,7.78063E-05
F8,Tanypodinae,8.33,2,0.146662402,0.000146662
E4,Tanypodinae,6.824,4,0.079196558,7.91966E-05
A1,Tanypodinae,9.882,4,0.2486545,0.000248655
A2,Tanypodinae,9.036,0,0.188578538,0.000188579
A5,Tanypodinae,3.871,1,0.013737235,1.37372E-05
G3,Tanypodinae,9.282,2,0.204898213,0.000204898
E7,Tanypodinae,10.31,4,0.283462109,0.000283462
A1,Tanypodinae,7.425,4,0.102796373,0.000102796
E2,Tanypodinae,7.025,7,0.086628919,8.66289E-05
A2,Tanypodinae,8.474,0,0.154639016,0.000154639
F11,Tanypodinae,8.457,0,0.153682423,0.000153682
E4,Tanypodinae,8.336,4,0.146989073,0.000146989
C7,Tanypodinae,6.139,2,0.057114638,5.71146E-05
B4,Tanypodinae,9.142,0,0.195498351,0.000195498
D4,Tanypodinae,12.638,2,0.531755319,0.000531755
F8,Tanypodinae,9.106,2,0.193129299,0.000193129
E4,Tanypodinae,7.899,4,0.124458216,0.000124458
D9,Tanypodinae,10.074,6,0.263888068,0.000263888
B3,Tanypodinae,7.112,6,0.089987097,8.99871E-05
A2,Tanypodinae,4.355,0,0.019769658,1.97697E-05
A9,Tanypodinae,4.595,2,0.023333935,2.33339E-05
G2,Tanypodinae,7.455,1,0.104085197,0.000104085
A9,Tanypodinae,6.033,2,0.054121985,5.4122E-05
B6,Tanypodinae,8.452,7,0.153401836,0.000153402
D9,Tanypodinae,10.365,6,0.288160796,0.000288161
A9,Tanypodinae,10.777,2,0.325045529,0.000325046
D9,Tanypodinae,10.549,6,0.304262642,0.000304263
D9,Tanypodinae,8.531,6,0.157875798,0.000157876
F8,Tanypodinae,7.428,2,0.102924767,0.000102925
B7,Tanypodinae,5.464,3,0.0398505,3.98505E-05
F5,Tanypodinae,12.627,0,0.53032646,0.000530326
D9,Tanypodinae,11.363,6,0.382823975,0.000382824
H9,Tanypodinae,8.4,1,0.150504239,0.000150504
E7,Tanypodinae,9.222,4,0.200833128,0.000200833
A9,Tanypodinae,4.96,2,0.029550451,2.95505E-05
A1,Tanypodinae,9.339,4,0.208811252,0.000208811
B3,Tanypodinae,8.113,6,0.135175038,0.000135175
A1,Tanypodinae,8.862,4,0.177581955,0.000177582
A2,Tanypodinae,9.006,0,0.186650622,0.000186651
A1,Tanypodinae,8.185,4,0.138916384,0.000138916
G1,Tanypodinae,9.291,2,0.205512735,0.000205513
A2,Tanypodinae,13.121,0,0.597095185,0.000597095
A2,Tanypodinae,8.713,0,0.168517099,0.000168517
B3,Tanypodinae,9.023,6,0.187741462,0.000187741
C3,Tanypodinae,8.177,4,0.138497263,0.000138497
A1,Tanypodinae,6.021,4,0.053790031,5.379E-05
A9,Tanypodinae,5.135,2,0.032892412,3.28924E-05
A9,Tanypodinae,5.32,2,0.036693799,3.66938E-05
E1,Tanypodinae,5.329,4,0.036885953,3.6886E-05
A5,Tanypodinae,4.074,1,0.016087579,1.60876E-05
E7,Tanypodinae,9.51,4,0.220853118,0.000220853
H10,Tanypodinae,7.707,0,0.115345724,0.000115346
E5,Tanypodinae,6.234,3,0.059890115,5.98901E-05
H5,Tanypodinae,5.364,2,0.03763969,3.76397E-05
A5,Tanypodinae,10.193,1,0.273639629,0.00027364
A2,Tanypodinae,8.377,0,0.149234506,0.000149235
B8,Tanypodinae,8.913,0,0.180758867,0.000180759
G11,Tanypodinae,9.576,5,0.225623703,0.000225624
E11,Tanypodinae,6.428,3,0.065838537,6.58385E-05
A2,Tanypodinae,12.681,0,0.537365847,0.000537366
G10,Tanypodinae,5.393,2,0.038272051,3.82721E-05
E11,Tanypodinae,6.236,3,0.059949506,5.99495E-05
A2,Tanypodinae,7.642,0,0.112366142,0.000112366
A7,Tanypodinae,7.576,0,0.109394436,0.000109394
H10,Tanypodinae,9.428,0,0.215021666,0.000215022
A3,Tanypodinae,6.989,5,0.085264493,8.52645E-05
G1,Tanypodinae,7.235,2,0.094883525,9.48835E-05
E5,Tanypodinae,8.393,3,0.150117028,0.000150117
A3,Tanypodinae,9.313,5,0.207020146,0.00020702
A3,Tanypodinae,8.743,5,0.170316458,0.000170316
F11,Tanypodinae,7.517,0,0.106783315,0.000106783
H11,Tanypodinae,9.74,4,0.237778682,0.000237779
C3,Tanypodinae,7.258,4,0.095818674,9.58187E-05
E2,Tanypodinae,5.713,7,0.045733684,4.57337E-05
D9,Tanypodinae,5.275,6,0.035743177,3.57432E-05
B3,Tanypodinae,5.057,6,0.031372922,3.13729E-05
E11,Tanypodinae,5.466,3,0.03989559,3.98956E-05
H9,Tanypodinae,9.157,1,0.196491229,0.000196491
F6,Tanypodinae,9.489,5,0.219349636,0.00021935
E7,Tanypodinae,10.697,4,0.3176474,0.000317647
E2,Tanypodinae,5.509,7,0.040873385,4.08734E-05
A3,Tanypodinae,8.771,5,0.172007543,0.000172008
E2,Tanypodinae,6.646,7,0.072985599,7.29856E-05
F12,Tanypodinae,11.16,2,0.362082971,0.000362083
F12,Tanypodinae,10.128,2,0.268283491,0.000268283
G11,Tanypodinae,8.881,5,0.178761058,0.000178761
A7,Tanypodinae,5.797,0,0.047843609,4.78436E-05
D9,Tanypodinae,10.389,6,0.290227536,0.000290228
F12,Tanypodinae,7.258,2,0.095818674,9.58187E-05
H10,Tanypodinae,8.944,0,0.182708592,0.000182709
A1,Tanypodinae,11.629,4,0.411198634,0.000411199
